name,merchant_abn,Description,Earnings_Class,BNPL_Fee
Eget Ipsum Foundation,93024392300,bicycle shop sale service,b,4.25
Pellentesque Industries,93024682653,florist supply nursery stock flower,c,2.66
Consequat Dolor Corp.,93072925663,bicycle shop sale service,b,4.87
Erat In Industries,93077671049,motor vehicle supply new part,b,4.44
Eu Eleifend Nec PC,93090969200,music shop musical instrument piano sheet music,a,5.91
Ut Molestie Incorporated,93095540883,optician optical good eyeglass,b,4.39
Donec Dignissim Incorporated,93096883450,art dealer gallery,c,1.93
Aenean Sed Pede Company,93110588804,jewelry watch clock silverware shop,b,3.86
Non Enim Mauris Ltd,93113531213,art dealer gallery,c,1.53
Sed Libero Proin PC,93121740143,artist supply craft shop,a,6.65
Tempus Corp.,93156930881,computer computer peripheral equipment software,b,3.46
Arcu Et Pede PC,93167982218,artist supply craft shop,c,1.92
Nunc Id Ltd,93168879476,music shop musical instrument piano sheet music,a,5.54
Sed Dictum Eleifend Ltd,93230533382,equipment tool furniture appliance rent al leasing,e,0.2
Integer Sem Corp.,93238141799,music shop musical instrument piano sheet music,c,2.93
Condimentum Limited,93260450766,computer programming data processing integrated system design service,a,5.91
Pede Cras Vulputate Ltd,93260930990,telecom,b,3.15
Bibendum Donec Corp.,93263170091,jewelry watch clock silverware shop,b,5.0
Curae Foundation,93267734067,jewelry watch clock silverware shop,c,2.57
Sem Elit Limited,93282747446,equipment tool furniture appliance rent al leasing,a,6.19
Purus Sapien Gravida Associates,93292821052,furniture home furnishing equipment shop manufacturer except appliance,c,1.54
Nulla Dignissim Foundation,93320824983,book periodical newspaper,b,4.06
Ipsum Curabitur Institute,93346068525,bicycle shop sale service,b,4.04
Facilisis Vitae LLC,93349773784,tent awning shop,b,4.51
Est Mauris PC,93351929638,computer programming data processing integrated system design service,c,1.42
Sit Foundation,93378757859,jewelry watch clock silverware shop,b,4.32
Fames Ac Associates,93429143824,lawn garden supply outlet including nursery,c,1.64
Parturient Montes Inc.,93439438419,shoe shop,a,5.9
Vitae Aliquam Eros Inc.,93442141629,music shop musical instrument piano sheet music,a,6.53
Natoque Penatibus Ltd,93498928547,furniture home furnishing equipment shop manufacturer except appliance,a,5.89
Quisque Libero Lacus Incorporated,93532380797,computer computer peripheral equipment software,b,4.99
In Molestie Industries,93543412337,tent awning shop,c,2.98
Dolor Quisque Inc.,93558142492,shoe shop,b,3.41
Vitae Purus Gravida LLP,93560646170,shoe shop,a,6.35
Sed Eu Foundation,93561083066,computer computer peripheral equipment software,c,2.89
Mauris Eu Elit Corporation,93580972005,cable satellite pay television radio service,a,6.53
At Arcu Vestibulum Company,93606772530,stationery office supply printing writing paper,d,1.21
In Company,93631003539,gift card novelty souvenir shop,b,3.14
Consectetuer Cursus Inc.,93644338786,shoe shop,a,6.64
Ridiculus Mus Industries,93658191062,computer programming data processing integrated system design service,c,1.58
At Libero Morbi PC,93669046600,shoe shop,c,2.59
Quam Dignissim Corporation,93679380088,optician optical good eyeglass,b,4.33
Ipsum Dolor Corporation,93693693468,tent awning shop,b,5.03
Penatibus Et Magnis Institute,93700243350,gift card novelty souvenir shop,a,6.16
Odio Tristique Pharetra Associates,93712553837,shoe shop,a,5.93
Donec Luctus Aliquet Inc.,93720983561,telecom,c,1.99
Quam Quis Diam Company,93723130289,antique shop sale repair restoration service,b,3.2
Justo Praesent Luctus Inc.,93726438981,gift card novelty souvenir shop,a,5.91
Tellus Nunc Industries,93732268717,stationery office supply printing writing paper,d,1.04
Interdum Corporation,93740493847,telecom,b,3.19
Massa Suspendisse Foundation,93741030320,book periodical newspaper,a,6.72
Aliquet Metus LLC,93765834526,book periodical newspaper,a,6.7
Arcu Eu Odio LLC,93880241546,computer programming data processing integrated system design service,b,4.81
At Velit Cras Associates,93894215354,optician optical good eyeglass,c,2.18
Vulputate Foundation,93903889529,lawn garden supply outlet including nursery,b,4.22
Molestie Pharetra Nibh LLP,93915598279,antique shop sale repair restoration service,c,1.47
Mauris Eu Institute,93932766844,telecom,b,4.65
Orci Phasellus Corporation,93936767851,equipment tool furniture appliance rent al leasing,c,1.6
A Magna Inc.,93942213428,equipment tool furniture appliance rent al leasing,b,4.25
Primis LLC,93977601095,tent awning shop,a,5.52
Pharetra Quisque Ac LLC,93981536412,computer computer peripheral equipment software,b,3.68
Dapibus Corp.,94009500943,antique shop sale repair restoration service,b,3.53
Sed Est Nunc Corp.,94040507060,watch clock jewelry repair shop,c,2.13
Natoque Consulting,94072762560,health beauty spa,b,3.99
Magna Praesent Interdum Industries,94110063346,hobby toy game shop,a,6.37
Interdum Feugiat Ltd,94206932226,equipment tool furniture appliance rent al leasing,b,4.73
Donec Nibh PC,94269319521,furniture home furnishing equipment shop manufacturer except appliance,b,4.25
Eget Lacus Limited,94378706737,gift card novelty souvenir shop,b,3.29
Aliquet Ltd,94380689142,motor vehicle supply new part,b,3.77
Sed Hendrerit A Limited,94384861814,shoe shop,a,6.73
Felis Company,94419910973,watch clock jewelry repair shop,a,6.84
Cursus Corporation,94446707800,equipment tool furniture appliance rent al leasing,a,6.53
Erat Vel Corp.,94449176518,florist supply nursery stock flower,c,2.78
Nunc Sit LLC,94455880010,computer programming data processing integrated system design service,a,6.33
Eu Dolor Egestas PC,94472466107,cable satellite pay television radio service,a,6.23
Dictum Phasellus In Institute,94493496784,gift card novelty souvenir shop,a,5.65
Lorem Ac Institute,94547309480,bicycle shop sale service,c,2.66
Ornare Lectus Ltd,94601812317,music shop musical instrument piano sheet music,c,2.98
Nunc Est Limited,94609427687,antique shop sale repair restoration service,c,1.95
Eu Augue Company,94631077822,music shop musical instrument piano sheet music,c,2.77
Elit Associates,94662990903,furniture home furnishing equipment shop manufacturer except appliance,c,1.51
Eu Placerat LLC,94690988633,computer computer peripheral equipment software,a,6.16
Ante Nunc Ltd,94701884796,health beauty spa,b,3.49
Scelerisque Corporation,94729574738,computer programming data processing integrated system design service,b,4.51
Dui In Sodales Foundation,94732687919,artist supply craft shop,b,3.61
Elit Company,94780037589,furniture home furnishing equipment shop manufacturer except appliance,d,1.21
Tempus Eu Ltd,94785155422,lawn garden supply outlet including nursery,c,2.59
Eget LLP,94793419942,stationery office supply printing writing paper,c,1.84
Turpis Aliquam Associates,94801884806,stationery office supply printing writing paper,b,3.34
Et Magna Praesent Ltd,94827960324,optician optical good eyeglass,c,2.31
Tempor Augue Industries,94833823558,florist supply nursery stock flower,b,3.5
Nunc Incorporated,94848797110,stationery office supply printing writing paper,c,1.78
Congue In Incorporated,94951665897,art dealer gallery,c,1.67
Porttitor Tellus Non Corporation,94973496683,artist supply craft shop,b,3.16
Augue Ac Ipsum Institute,95005191321,art dealer gallery,b,4.66
Tristique Aliquet Phasellus Corporation,95013376739,hobby toy game shop,b,3.98
Suspendisse Non Institute,95037235405,telecom,b,3.8
Tortor At LLP,95042115737,book periodical newspaper,a,5.98
Tincidunt Tempus Risus Incorporated,95080143009,computer computer peripheral equipment software,a,5.63
Nulla Ltd,95135981273,antique shop sale repair restoration service,d,0.64
Et Nunc Inc.,95149235949,music shop musical instrument piano sheet music,c,2.58
Ut Eros Incorporated,95184414711,hobby toy game shop,a,6.57
Ipsum Cursus Vestibulum PC,95274025676,digital good book movie music,b,3.39
Erat LLP,95276443363,music shop musical instrument piano sheet music,b,3.81
Eu Dui Cum Ltd,95279812400,tent awning shop,c,2.38
Auctor Odio Associates,95331380653,bicycle shop sale service,a,5.65
Turpis Company,95402237897,gift card novelty souvenir shop,a,6.52
Mi Enim Corporation,95431176007,computer programming data processing integrated system design service,a,6.73
Nisl Quisque Fringilla LLP,95475413965,hobby toy game shop,a,6.92
Mauris Sit Amet Consulting,95488505807,digital good book movie music,a,5.58
Nonummy Ultricies Ltd,95499028329,gift card novelty souvenir shop,a,6.7
Euismod Est Incorporated,95508089614,artist supply craft shop,c,1.45
Ullamcorper Velit Ltd,95508140753,cable satellite pay television radio service,b,3.88
Ultrices Vivamus Rhoncus Incorporated,95532818035,hobby toy game shop,a,6.7
Urna Nec Institute,95560742626,digital good book movie music,a,6.22
Fermentum Metus Inc.,95566253960,florist supply nursery stock flower,c,2.93
At Pede Inc.,95574756848,optician optical good eyeglass,a,6.15
Dolor Fusce Mi Associates,95594775419,telecom,c,2.3
At Pretium LLP,95613237079,equipment tool furniture appliance rent al leasing,b,4.25
Arcu Vestibulum Ut Inc.,95682671933,computer computer peripheral equipment software,a,5.83
Placerat Cras Ltd,95692868757,computer programming data processing integrated system design service,c,2.4
Amet Dapibus Corp.,95720895543,hobby toy game shop,b,4.22
Montes Ltd,95733974200,computer programming data processing integrated system design service,a,6.81
Blandit Mattis Cras LLP,95799102190,stationery office supply printing writing paper,b,4.27
Consequat Inc.,95824231566,art dealer gallery,b,4.37
Porttitor Tellus PC,95834237054,florist supply nursery stock flower,c,2.0
Scelerisque Scelerisque Dui Incorporated,95856918319,music shop musical instrument piano sheet music,a,6.43
Rhoncus Associates,95896852636,computer programming data processing integrated system design service,b,3.19
Et Magnis Inc.,95935115082,music shop musical instrument piano sheet music,c,2.55
Donec Dignissim Magna Foundation,95938358124,telecom,c,1.78
Integer In Magna Corporation,96111981432,tent awning shop,d,1.23
Semper Dui PC,96133248275,equipment tool furniture appliance rent al leasing,a,5.64
Auctor Odio Consulting,96141360246,art dealer gallery,c,2.02
Sodales Corporation,96146457679,digital good book movie music,b,3.3
Rhoncus Donec Associates,96152467973,tent awning shop,b,4.45
Velit Aliquam Corporation,96161808980,digital good book movie music,a,7.0
Imperdiet Dictum Magna Associates,96161947306,shoe shop,b,4.52
Mauris Ut Quam LLC,96178360210,stationery office supply printing writing paper,a,6.42
Penatibus Et Inc.,96190048310,equipment tool furniture appliance rent al leasing,c,2.09
Libero LLC,96215194743,cable satellite pay television radio service,a,6.02
Leo Vivamus LLC,96230979998,motor vehicle supply new part,a,6.88
Cras Sed Leo Corp.,96244711717,gift card novelty souvenir shop,a,6.44
A Facilisis Limited,96323146873,tent awning shop,b,4.42
Sed Est Ltd,96334476428,bicycle shop sale service,b,3.66
Sit Industries,96336573256,artist supply craft shop,e,0.31
Quisque LLC,96381568282,health beauty spa,e,0.24
Litora Torquent Associates,96420684134,watch clock jewelry repair shop,c,2.88
Id PC,96435855846,computer computer peripheral equipment software,c,2.49
Nullam Lobortis Quam Company,96442520325,computer computer peripheral equipment software,b,3.65
Non Luctus Sit Incorporated,96458464738,gift card novelty souvenir shop,c,2.26
Commodo Auctor Velit Foundation,96491286698,furniture home furnishing equipment shop manufacturer except appliance,b,4.87
Neque Et Ltd,96505481738,artist supply craft shop,a,6.02
Tellus Aenean Consulting,96513857365,book periodical newspaper,a,6.03
Eget PC,96545108198,computer programming data processing integrated system design service,b,3.63
Donec Elementum Lorem Corporation,96550897244,computer computer peripheral equipment software,c,3.07
Odio A Industries,96554417129,tent awning shop,a,6.66
Odio Tristique Pharetra Incorporated,96566672398,optician optical good eyeglass,c,2.05
Placerat Associates,96568074533,tent awning shop,b,4.46
Eget Odio Aliquam Institute,96644705620,artist supply craft shop,c,2.65
Maecenas Libero Associates,96644709080,tent awning shop,d,1.36
Ornare Limited,96680767841,motor vehicle supply new part,a,5.91
Mattis Ornare Lectus Limited,96730987906,antique shop sale repair restoration service,b,4.15
Ante Vivamus Non Corporation,96781066746,bicycle shop sale service,a,6.13
Nunc Id Enim Inc.,96794593428,cable satellite pay television radio service,a,5.75
In Corporation,96806981644,telecom,a,6.23
Elit Elit PC,96809815920,health beauty spa,a,5.97
Nisl Nulla LLP,96812798687,watch clock jewelry repair shop,b,3.31
Quam A Felis Incorporated,96834893748,equipment tool furniture appliance rent al leasing,c,2.64
At Lacus Quisque Institute,96880556465,gift card novelty souvenir shop,a,5.7
Lobortis Corporation,96884218881,bicycle shop sale service,b,3.16
Sociis Ltd,96885194635,lawn garden supply outlet including nursery,b,3.8
Curabitur Vel Corporation,96893283227,book periodical newspaper,a,5.74
Ipsum Cursus Vestibulum LLC,96906278264,music shop musical instrument piano sheet music,b,3.51
Lacus Nulla Foundation,96911331900,tent awning shop,a,6.88
Nisi Cum Corporation,96946925998,music shop musical instrument piano sheet music,a,5.99
Semper Et Lacinia Institute,96965554802,shoe shop,a,6.19
Etiam Bibendum Fermentum PC,97069390689,optician optical good eyeglass,a,6.47
Odio Vel Est Associates,97088280855,telecom,c,2.55
Mus Aenean Eget LLC,97089682451,telecom,a,6.83
Vel Arcu LLP,97104028372,bicycle shop sale service,c,2.02
Pede Ultrices A Inc.,97129028344,stationery office supply printing writing paper,b,3.9
Sodales Limited,97159474697,lawn garden supply outlet including nursery,a,5.84
Augue Sed Institute,97164071366,computer programming data processing integrated system design service,c,2.4
Molestie Arcu PC,97197615043,antique shop sale repair restoration service,b,4.09
Ac Urna Limited,97206517936,equipment tool furniture appliance rent al leasing,a,6.35
Nam Porttitor Inc.,97211373669,tent awning shop,c,1.79
Tempor Foundation,97212769356,cable satellite pay television radio service,a,6.06
Varius Corporation,97217894162,antique shop sale repair restoration service,a,6.73
Feugiat Tellus Lorem Corporation,97259357542,shoe shop,a,6.89
Lobortis Foundation,97264771172,florist supply nursery stock flower,a,6.53
Vitae Aliquam Eros Ltd,97283139514,computer computer peripheral equipment software,c,2.53
Amet Ante Vivamus Corporation,97292256063,music shop musical instrument piano sheet music,a,5.69
